id,order_id,shipping_mode,delivery_days,status
23691,74531,First Class,2,Late delivery
23692,75706,First Class,2,Late delivery
23693,75556,First Class,2,Late delivery
23694,75295,First Class,2,Late delivery
23695,21497,First Class,2,Late delivery
23696,26509,First Class,2,Late delivery
23697,42443,First Class,2,Late delivery
23698,43620,First Class,2,Late delivery
23699,46100,First Class,2,Late delivery
23700,30540,First Class,2,Late delivery
23701,76856,First Class,2,Late delivery
23702,30451,First Class,2,Late delivery
23703,23440,First Class,2,Late delivery
23704,24911,First Class,2,Late delivery
23705,27225,First Class,2,Late delivery
23706,74760,First Class,2,Late delivery
23707,20545,First Class,2,Late delivery
23708,23434,First Class,2,Late delivery
23709,26631,First Class,2,Late delivery
23710,74847,First Class,2,Late delivery
23711,27991,First Class,2,Late delivery
23712,42442,First Class,2,Late delivery
23713,45546,First Class,2,Late delivery
23714,49743,First Class,2,Late delivery
23715,72027,First Class,2,Late delivery
23716,21409,First Class,2,Late delivery
23717,21047,First Class,2,Late delivery
23718,22247,First Class,2,Late delivery
23719,22654,First Class,2,Late delivery
23720,30954,First Class,2,Late delivery
23721,28176,First Class,2,Late delivery
23722,74334,First Class,2,Late delivery
23723,75086,First Class,2,Late delivery
23724,76404,First Class,2,Late delivery
23725,33560,First Class,2,Late delivery
23726,39817,First Class,2,Late delivery
23727,32156,First Class,2,Late delivery
23728,39055,First Class,2,Late delivery
23729,40200,First Class,2,Late delivery
23730,35105,First Class,2,Late delivery
23731,38318,First Class,2,Late delivery
23732,48395,First Class,2,Late delivery
23733,32054,First Class,2,Late delivery
23734,49924,First Class,2,Late delivery
23735,40376,First Class,2,Late delivery
23736,38585,First Class,2,Late delivery
23737,34314,First Class,2,Late delivery
23738,35598,First Class,2,Late delivery
23739,35150,First Class,2,Late delivery
23740,39113,First Class,2,Late delivery
23741,35148,First Class,2,Late delivery
23742,35957,First Class,2,Late delivery
23743,31808,First Class,2,Late delivery
23744,31695,First Class,2,Late delivery
23745,38071,First Class,2,Late delivery
23746,34610,First Class,2,Late delivery
23747,47965,First Class,2,Late delivery
23748,33104,First Class,2,Late delivery
23749,31316,First Class,2,Late delivery
23750,34609,First Class,2,Late delivery
23751,39106,First Class,2,Late delivery
23752,31954,First Class,2,Late delivery
23753,35035,First Class,2,Late delivery
23754,35305,First Class,2,Late delivery
23755,38068,First Class,2,Late delivery
23756,32943,First Class,2,Late delivery
23757,41220,First Class,2,Late delivery
23758,40244,First Class,2,Late delivery
23759,38285,First Class,2,Late delivery
23760,39975,First Class,2,Late delivery
23761,35612,First Class,2,Late delivery
23762,34300,First Class,2,Late delivery
23763,38338,First Class,2,Late delivery
23764,34025,First Class,2,Late delivery
23765,34685,First Class,2,Late delivery
23766,40405,First Class,2,Late delivery
23767,36106,First Class,2,Late delivery
23768,36276,First Class,2,Late delivery
23769,39257,First Class,2,Late delivery
23770,37927,First Class,2,Late delivery
23771,39123,First Class,2,Late delivery
23772,31875,First Class,2,Late delivery
23773,34634,First Class,2,Late delivery
23774,34111,First Class,2,Late delivery
23775,32270,First Class,2,Late delivery
23776,35783,First Class,2,Late delivery
23777,35989,First Class,2,Late delivery
23778,33049,First Class,2,Late delivery
23779,38334,First Class,2,Late delivery
23780,38817,First Class,2,Late delivery
23781,39711,First Class,2,Late delivery
23782,37574,First Class,2,Late delivery
23783,32980,First Class,2,Late delivery
23784,35716,First Class,2,Late delivery
23785,31658,First Class,2,Late delivery
23786,38527,First Class,2,Late delivery
23787,36087,First Class,2,Late delivery
23788,39132,First Class,2,Late delivery
23789,35636,First Class,2,Late delivery
23790,42784,First Class,2,Late delivery
23791,32648,First Class,2,Late delivery
23792,41086,First Class,2,Late delivery
23793,40204,First Class,2,Late delivery
23794,38335,First Class,2,Late delivery
23795,31765,First Class,2,Late delivery
23796,35687,First Class,2,Late delivery
23797,39466,First Class,2,Late delivery
23798,40670,First Class,2,Late delivery
23799,35862,First Class,2,Late delivery
23800,35972,First Class,2,Late delivery
23801,32032,First Class,2,Late delivery
23802,37632,First Class,2,Late delivery
23803,31777,First Class,2,Late delivery
23804,35445,First Class,2,Late delivery
23805,34136,First Class,2,Late delivery
23806,32822,First Class,2,Late delivery
23807,33435,First Class,2,Late delivery
23808,37725,First Class,2,Late delivery
23809,47807,First Class,2,Late delivery
23810,48470,First Class,2,Late delivery
23811,39588,First Class,2,Late delivery
23812,37248,First Class,2,Late delivery
23813,34049,First Class,2,Late delivery
23814,37321,First Class,2,Late delivery
23815,34921,First Class,2,Late delivery
23816,31390,First Class,2,Late delivery
23817,36121,First Class,2,Late delivery
23818,32050,First Class,2,Late delivery
23819,36336,First Class,2,Late delivery
23820,35379,First Class,2,Late delivery
23821,35326,First Class,2,Late delivery
23822,31391,First Class,2,Late delivery
23823,39421,First Class,2,Late delivery
23824,36059,First Class,2,Late delivery
23825,38402,First Class,2,Late delivery
23826,38686,First Class,2,Late delivery
23827,34214,First Class,2,Late delivery
23828,38774,First Class,2,Late delivery
23829,41238,First Class,2,Late delivery
23830,33650,First Class,2,Late delivery
23831,44595,First Class,2,Late delivery
23832,42686,First Class,2,Late delivery
23833,50661,First Class,2,Late delivery
23834,47025,First Class,2,Late delivery
23835,45106,First Class,2,Late delivery
23836,46055,First Class,2,Late delivery
23837,42014,First Class,2,Late delivery
23838,44751,First Class,2,Late delivery
23839,49442,First Class,2,Late delivery
23840,48722,First Class,2,Late delivery
23841,50237,First Class,2,Late delivery
23842,11066,First Class,2,Late delivery
23843,63162,First Class,2,Late delivery
23844,42964,First Class,2,Late delivery
23845,20214,First Class,2,Late delivery
23846,16439,First Class,2,Late delivery
23847,63531,First Class,2,Late delivery
23848,12590,First Class,2,Late delivery
23849,67272,First Class,2,Late delivery
23850,19811,First Class,2,Late delivery
23851,19573,First Class,2,Late delivery
23852,14419,First Class,2,Late delivery
23853,65909,First Class,2,Late delivery
23854,50957,First Class,2,Late delivery
23855,13660,First Class,2,Late delivery
23856,44875,First Class,2,Late delivery
23857,43841,First Class,2,Late delivery
23858,66358,First Class,2,Late delivery
23859,15389,First Class,2,Late delivery
23860,13866,First Class,2,Late delivery
23861,13748,First Class,2,Late delivery
23862,17918,First Class,2,Late delivery
23863,44158,First Class,2,Late delivery
23864,14366,First Class,2,Late delivery
23865,12180,First Class,2,Late delivery
23866,13947,First Class,2,Late delivery
23867,65087,First Class,2,Late delivery
23868,10410,First Class,2,Late delivery
23869,62364,First Class,2,Late delivery
23870,10437,First Class,2,Late delivery
23871,66903,First Class,2,Late delivery
23872,15564,First Class,2,Late delivery
23873,14615,First Class,2,Late delivery
23874,19173,First Class,2,Late delivery
23875,1330,First Class,2,Late delivery
23876,53217,First Class,2,Late delivery
23877,3632,First Class,2,Late delivery
23878,958,First Class,2,Late delivery
23879,56491,First Class,2,Late delivery
23880,6945,First Class,2,Late delivery
23881,56761,First Class,2,Late delivery
23882,54971,First Class,2,Late delivery
23883,52809,First Class,2,Late delivery
23884,995,First Class,2,Late delivery
23885,51401,First Class,2,Late delivery
23886,8668,First Class,2,Late delivery
23887,57958,First Class,2,Late delivery
23888,5747,First Class,2,Late delivery
23889,55977,First Class,2,Late delivery
23890,2792,First Class,2,Late delivery
23891,51795,First Class,2,Late delivery
23892,53636,First Class,2,Late delivery
23893,59587,First Class,2,Late delivery
23894,7591,First Class,2,Late delivery
23895,5144,First Class,2,Late delivery
23896,7308,First Class,2,Late delivery
23897,5505,First Class,2,Late delivery
23898,57293,First Class,2,Late delivery
23899,3474,First Class,2,Late delivery
23900,7519,First Class,2,Late delivery
23901,24877,First Class,2,Late delivery
23902,29119,First Class,2,Late delivery
23903,29682,First Class,2,Late delivery
23904,41382,First Class,2,Late delivery
23905,27937,First Class,2,Late delivery
23906,29238,First Class,2,Late delivery
23907,31153,First Class,2,Late delivery
23908,29458,First Class,2,Late delivery
23909,22270,First Class,2,Late delivery
23910,50947,First Class,2,Late delivery
23911,29361,First Class,2,Late delivery
23912,31042,First Class,2,Late delivery
23913,42910,First Class,2,Late delivery
23914,24031,First Class,2,Late delivery
23915,23488,First Class,2,Late delivery
23916,47749,First Class,2,Late delivery
23917,27101,First Class,2,Late delivery
23918,22477,First Class,2,Late delivery
23919,31881,First Class,2,Late delivery
23920,39714,First Class,2,Late delivery
23921,37155,First Class,2,Late delivery
23922,40509,First Class,2,Late delivery
23923,38073,First Class,2,Late delivery
23924,40896,First Class,2,Late delivery
23925,37812,First Class,2,Late delivery
23926,41385,First Class,2,Late delivery
23927,37698,First Class,2,Late delivery
23928,39933,First Class,2,Late delivery
23929,32662,First Class,2,Late delivery
23930,33413,First Class,2,Late delivery
23931,34757,First Class,2,Late delivery
23932,31804,First Class,2,Late delivery
23933,36767,First Class,2,Late delivery
23934,35947,First Class,2,Late delivery
23935,45804,First Class,2,Late delivery
23936,46369,First Class,2,Late delivery
23937,47523,First Class,2,Late delivery
23938,43097,First Class,2,Late delivery
23939,44681,First Class,2,Late delivery
23940,43427,First Class,2,Late delivery
23941,16672,First Class,2,Late delivery
23942,64191,First Class,2,Late delivery
23943,19491,First Class,2,Late delivery
23944,18084,First Class,2,Late delivery
23945,62992,First Class,2,Late delivery
23946,65451,First Class,2,Late delivery
23947,64385,First Class,2,Late delivery
23948,63530,First Class,2,Late delivery
23949,68267,First Class,2,Late delivery
23950,11955,First Class,2,Late delivery
23951,65098,First Class,2,Late delivery
23952,47165,First Class,2,Late delivery
23953,10378,First Class,2,Late delivery
23954,62393,First Class,2,Late delivery
23955,15138,First Class,2,Late delivery
23956,18753,First Class,2,Late delivery
23957,20164,First Class,2,Late delivery
23958,65556,First Class,2,Late delivery
23959,56909,First Class,2,Late delivery
23960,9479,First Class,2,Late delivery
23961,7085,First Class,2,Late delivery
23962,54037,First Class,2,Late delivery
23963,52935,First Class,2,Late delivery
23964,557,First Class,2,Late delivery
23965,60718,First Class,2,Late delivery
23966,54218,First Class,2,Late delivery
23967,56364,First Class,2,Late delivery
23968,9683,First Class,2,Late delivery
23969,7654,First Class,2,Late delivery
23970,59453,First Class,2,Late delivery
23971,59410,First Class,2,Late delivery
23972,54391,First Class,2,Late delivery
23973,56952,First Class,2,Late delivery
23974,58055,First Class,2,Late delivery
23975,51445,First Class,2,Late delivery
23976,52289,First Class,2,Late delivery
23977,1233,First Class,2,Late delivery
23978,22132,First Class,2,Late delivery
23979,28706,First Class,2,Late delivery
23980,49446,First Class,2,Late delivery
23981,28410,First Class,2,Late delivery
23982,22728,First Class,2,Late delivery
23983,23490,First Class,2,Late delivery
23984,28074,First Class,2,Late delivery
23985,49246,First Class,2,Late delivery
23986,25732,First Class,2,Late delivery
23987,50956,First Class,2,Late delivery
23988,43540,First Class,2,Late delivery
23989,40360,First Class,2,Late delivery
23990,33180,First Class,2,Late delivery
23991,35573,First Class,2,Late delivery
23992,37247,First Class,2,Late delivery
23993,32624,First Class,2,Late delivery
23994,36426,First Class,2,Late delivery
23995,35928,First Class,2,Late delivery
23996,31942,First Class,2,Late delivery
23997,38194,First Class,2,Late delivery
23998,36003,First Class,2,Late delivery
23999,34919,First Class,2,Late delivery
24000,50797,First Class,2,Late delivery
24001,42937,First Class,2,Late delivery
24002,48745,First Class,2,Late delivery
24003,43084,First Class,2,Late delivery
24004,47928,First Class,2,Late delivery
24005,47285,First Class,2,Late delivery
24006,12135,First Class,2,Late delivery
24007,65091,First Class,2,Late delivery
24008,16000,First Class,2,Late delivery
24009,66684,First Class,2,Late delivery
24010,66832,First Class,2,Late delivery
24011,13496,First Class,2,Late delivery
24012,50526,First Class,2,Late delivery
24013,47281,First Class,2,Late delivery
24014,41654,First Class,2,Late delivery
24015,48397,First Class,2,Late delivery
24016,42618,First Class,2,Late delivery
24017,56615,First Class,2,Late delivery
24018,51797,First Class,2,Late delivery
24019,7593,First Class,2,Late delivery
24020,1674,First Class,2,Late delivery
24021,57105,First Class,2,Late delivery
24022,9732,First Class,2,Late delivery
24023,8789,First Class,2,Late delivery
24024,60846,First Class,2,Late delivery
24025,54363,First Class,2,Late delivery
24026,759,First Class,2,Late delivery
24027,53843,First Class,2,Late delivery
24028,7723,First Class,2,Late delivery
24029,57877,First Class,2,Late delivery
24030,54182,First Class,2,Late delivery
24031,9798,First Class,2,Late delivery
24032,59626,First Class,2,Late delivery
24033,10084,First Class,2,Late delivery
24034,29642,First Class,2,Late delivery
24035,47964,First Class,2,Late delivery
24036,21250,First Class,2,Late delivery
24037,50050,First Class,2,Late delivery
24038,21189,First Class,2,Late delivery
24039,25344,First Class,2,Late delivery
24040,27739,First Class,2,Late delivery
24041,21561,First Class,2,Late delivery
24042,21322,First Class,2,Late delivery
24043,39252,First Class,2,Late delivery
24044,34843,First Class,2,Late delivery
24045,39755,First Class,2,Late delivery
24046,38523,First Class,2,Late delivery
24047,37426,First Class,2,Late delivery
24048,32164,First Class,2,Late delivery
24049,33911,First Class,2,Late delivery
24050,38210,First Class,2,Late delivery
24051,47691,First Class,2,Late delivery
24052,50536,First Class,2,Late delivery
24053,49631,First Class,2,Late delivery
24054,49100,First Class,2,Late delivery
24055,41354,First Class,2,Late delivery
24056,42973,First Class,2,Late delivery
24057,14439,First Class,2,Late delivery
24058,66598,First Class,2,Late delivery
24059,14128,First Class,2,Late delivery
24060,12587,First Class,2,Late delivery
24061,16841,First Class,2,Late delivery
24062,65324,First Class,2,Late delivery
24063,18186,First Class,2,Late delivery
24064,65262,First Class,2,Late delivery
24065,63892,First Class,2,Late delivery
24066,62960,First Class,2,Late delivery
24067,16640,First Class,2,Late delivery
24068,68404,First Class,2,Late delivery
24069,66193,First Class,2,Late delivery
24070,64899,First Class,2,Late delivery
24071,64940,First Class,2,Late delivery
24072,59732,First Class,2,Late delivery
24073,58002,First Class,2,Late delivery
24074,7721,First Class,2,Late delivery
24075,9836,First Class,2,Late delivery
24076,60281,First Class,2,Late delivery
24077,51964,First Class,2,Late delivery
24078,8211,First Class,2,Late delivery
24079,5653,First Class,2,Late delivery
24080,2343,First Class,2,Late delivery
24081,53216,First Class,2,Late delivery
24082,7318,First Class,2,Late delivery
24083,4638,First Class,2,Late delivery
24084,59139,First Class,2,Late delivery
24085,59665,First Class,2,Late delivery
24086,56522,First Class,2,Late delivery
24087,4976,First Class,2,Late delivery
24088,9603,First Class,2,Late delivery
24089,27977,First Class,2,Late delivery
24090,22455,First Class,2,Late delivery
24091,28099,First Class,2,Late delivery
24092,24381,First Class,2,Late delivery
24093,27644,First Class,2,Late delivery
24094,44362,First Class,2,Late delivery
24095,20619,First Class,2,Late delivery
24096,34926,First Class,2,Late delivery
24097,32264,First Class,2,Late delivery
24098,41259,First Class,2,Late delivery
24099,31659,First Class,2,Late delivery
24100,33787,First Class,2,Late delivery
24101,32772,First Class,2,Late delivery
24102,34826,First Class,2,Late delivery
24103,32634,First Class,2,Late delivery
24104,33157,First Class,2,Late delivery
24105,38928,First Class,2,Late delivery
24106,39382,First Class,2,Late delivery
24107,34374,First Class,2,Late delivery
24108,34958,First Class,2,Late delivery
24109,39780,First Class,2,Late delivery
24110,44506,Same Day,1,Late delivery
24111,50162,Same Day,0,Shipping on time
24112,42109,Same Day,1,Late delivery
24113,47579,Same Day,1,Late delivery
24114,48357,Same Day,1,Late delivery
24115,49273,Same Day,0,Shipping on time
24116,43728,Same Day,0,Shipping on time
24117,42848,Same Day,0,Shipping on time
24118,43982,Same Day,0,Shipping on time
24119,47224,Same Day,0,Shipping on time
24120,42433,Same Day,0,Shipping on time
24121,48359,Same Day,1,Late delivery
24122,44297,Same Day,1,Late delivery
24123,51073,Same Day,1,Late delivery
24124,49177,Same Day,1,Late delivery
24125,48002,Same Day,1,Late delivery
24126,41528,Same Day,0,Shipping on time
24127,48771,Same Day,1,Late delivery
24128,47552,Same Day,0,Shipping on time
24129,50393,Same Day,1,Late delivery
24130,42232,Same Day,0,Shipping on time
24131,71022,Same Day,1,Late delivery
24132,70558,Same Day,1,Late delivery
24133,69701,Same Day,0,Shipping on time
24134,69917,Same Day,1,Late delivery
24135,70772,Same Day,0,Shipping on time
24136,70922,Same Day,0,Shipping on time
24137,71010,Same Day,1,Late delivery
24138,69888,Same Day,0,Shipping on time
24139,70880,Same Day,1,Late delivery
24140,62396,Same Day,1,Late delivery
24141,64715,Same Day,1,Late delivery
24142,18530,Same Day,0,Shipping on time
24143,65519,Same Day,0,Shipping on time
24144,64006,Same Day,0,Shipping on time
24145,19374,Same Day,1,Late delivery
24146,16035,Same Day,0,Shipping on time
24147,18373,Same Day,0,Shipping on time
24148,62398,Same Day,1,Late delivery
24149,11062,Same Day,0,Shipping on time
24150,12127,Same Day,0,Shipping on time
24151,70235,Same Day,0,Shipping on time
24152,17570,Same Day,0,Shipping on time
24153,11933,Same Day,0,Shipping on time
24154,64315,Same Day,1,Late delivery
24155,67212,Same Day,0,Shipping on time
24156,65613,Same Day,1,Late delivery
24157,15209,Same Day,0,Shipping on time
24158,10617,Same Day,1,Late delivery
24159,19535,Same Day,0,Shipping on time
24160,12237,Same Day,1,Late delivery
24161,15843,Same Day,0,Shipping on time
24162,15938,Same Day,1,Late delivery
24163,61778,Same Day,1,Late delivery
24164,63750,Same Day,1,Late delivery
24165,15837,Same Day,0,Shipping on time
24166,64109,Same Day,1,Late delivery
24167,12701,Same Day,0,Shipping on time
24168,63905,Same Day,1,Late delivery
24169,68501,Same Day,1,Late delivery
24170,14926,Same Day,1,Late delivery
24171,11084,Same Day,1,Late delivery
24172,10979,Same Day,0,Shipping on time
24173,15326,Same Day,1,Late delivery
24174,61920,Same Day,1,Late delivery
24175,14052,Same Day,0,Shipping on time
24176,14007,Same Day,0,Shipping on time
24177,70404,Same Day,1,Late delivery
24178,65810,Same Day,1,Late delivery
24179,19299,Same Day,1,Late delivery
24180,68347,Same Day,1,Late delivery
24181,66791,Same Day,1,Late delivery
24182,65299,Same Day,0,Shipping on time
24183,14426,Same Day,1,Late delivery
24184,69194,Same Day,0,Shipping on time
24185,11808,Same Day,0,Shipping on time
24186,18285,Same Day,1,Late delivery
24187,71256,Same Day,0,Shipping on time
24188,18376,Same Day,0,Shipping on time
24189,65812,Same Day,1,Late delivery
24190,11815,Same Day,0,Shipping on time
24191,20182,Same Day,1,Late delivery
24192,19978,Same Day,1,Late delivery
24193,63482,Same Day,1,Late delivery
24194,65777,Same Day,0,Shipping on time
24195,19083,Same Day,1,Late delivery
24196,66083,Same Day,1,Late delivery
24197,65905,Same Day,0,Shipping on time
24198,16991,Same Day,0,Shipping on time
24199,67611,Same Day,1,Late delivery
24200,66860,Same Day,1,Late delivery
24201,64023,Same Day,1,Late delivery
24202,18518,Same Day,0,Shipping on time
24203,19014,Same Day,1,Late delivery
24204,17240,Same Day,1,Late delivery
24205,11905,Same Day,1,Late delivery
24206,11058,Same Day,0,Shipping on time
24207,13746,Same Day,1,Late delivery
24208,63904,Same Day,1,Late delivery
24209,62836,Same Day,0,Shipping on time
24210,66782,Same Day,1,Late delivery
24211,19455,Same Day,1,Late delivery
24212,14191,Same Day,0,Shipping on time
24213,17273,Same Day,0,Shipping on time
24214,15842,Same Day,0,Shipping on time
24215,68989,Same Day,0,Shipping on time
24216,68987,Same Day,0,Shipping on time
24217,69034,Same Day,1,Late delivery
24218,69345,Same Day,0,Shipping on time
24219,69574,Same Day,1,Late delivery
24220,71027,Same Day,1,Late delivery
24221,69507,Same Day,1,Late delivery
24222,16492,Same Day,1,Late delivery
24223,48500,Same Day,1,Late delivery
24224,65908,Same Day,0,Shipping on time
24225,15551,Same Day,1,Late delivery
24226,12772,Same Day,0,Shipping on time
24227,17851,Same Day,1,Late delivery
24228,19658,Same Day,1,Late delivery
24229,14009,Same Day,0,Shipping on time
24230,69168,Same Day,1,Late delivery
24231,69033,Same Day,1,Late delivery
24232,53489,Same Day,1,Late delivery
24233,1182,Same Day,0,Shipping on time
24234,53410,Same Day,1,Late delivery
24235,9544,Same Day,0,Shipping on time
24236,9203,Same Day,0,Shipping on time
24237,53657,Same Day,0,Shipping on time
24238,56866,Same Day,0,Shipping on time
24239,61067,Same Day,0,Shipping on time
24240,52401,Same Day,1,Late delivery
24241,9017,Same Day,1,Late delivery
24242,1930,Same Day,0,Shipping on time
24243,7248,Same Day,1,Late delivery
24244,54471,Same Day,0,Shipping on time
24245,2569,Same Day,0,Shipping on time
24246,9296,Same Day,1,Late delivery
24247,59170,Same Day,1,Late delivery
24248,58508,Same Day,0,Shipping on time
24249,9381,Same Day,1,Late delivery
24250,3049,Same Day,0,Shipping on time
24251,6996,Same Day,0,Shipping on time
24252,3026,Same Day,0,Shipping on time
24253,59348,Same Day,0,Shipping on time
24254,52213,Same Day,0,Shipping on time
24255,55527,Same Day,1,Late delivery
24256,4086,Same Day,1,Late delivery
24257,61055,Same Day,0,Shipping on time
24258,3520,Same Day,0,Shipping on time
24259,53988,Same Day,0,Shipping on time
24260,9070,Same Day,0,Shipping on time
24261,3409,Same Day,1,Late delivery
24262,8717,Same Day,0,Shipping on time
24263,7603,Same Day,1,Late delivery
24264,59954,Same Day,0,Shipping on time
24265,56427,Same Day,1,Late delivery
24266,4020,Same Day,1,Late delivery
24267,55913,Same Day,0,Shipping on time
24268,58994,Same Day,0,Shipping on time
24269,8525,Same Day,0,Shipping on time
24270,56722,Same Day,1,Late delivery
24271,56469,Same Day,0,Shipping on time
24272,2785,Same Day,1,Late delivery
24273,3408,Same Day,1,Late delivery
24274,5569,Same Day,0,Shipping on time
24275,57819,Same Day,0,Shipping on time
24276,7575,Same Day,1,Late delivery
24277,60113,Same Day,0,Shipping on time
24278,9023,Same Day,1,Late delivery
24279,54118,Same Day,1,Late delivery
24280,6999,Same Day,0,Shipping on time
24281,54116,Same Day,1,Late delivery
24282,5215,Same Day,0,Shipping on time
24283,4266,Same Day,0,Shipping on time
24284,9303,Same Day,1,Late delivery
24285,53323,Same Day,0,Shipping on time
24286,5441,Same Day,0,Shipping on time
24287,9231,Same Day,1,Late delivery
24288,60204,Same Day,1,Late delivery
24289,6038,Same Day,0,Shipping on time
24290,4017,Same Day,1,Late delivery
24291,5334,Same Day,1,Late delivery
24292,59124,Same Day,0,Shipping on time
24293,60409,Same Day,1,Late delivery
24294,55304,Same Day,0,Shipping on time
24295,1957,Same Day,1,Late delivery
24296,2722,Same Day,1,Late delivery
24297,3352,Same Day,1,Late delivery
24298,52841,Same Day,0,Shipping on time
24299,1956,Same Day,1,Late delivery
24300,9984,Same Day,1,Late delivery
24301,4351,Same Day,0,Shipping on time
24302,54365,Same Day,1,Late delivery
24303,5844,Same Day,0,Shipping on time
24304,1932,Same Day,0,Shipping on time
24305,4874,Same Day,0,Shipping on time
24306,52842,Same Day,0,Shipping on time
24307,4501,Same Day,1,Late delivery
24308,55877,Same Day,1,Late delivery
24309,9297,Same Day,1,Late delivery
24310,9065,Same Day,0,Shipping on time
24311,74488,Same Day,0,Shipping on time
24312,75511,Same Day,0,Shipping on time
24313,75544,Same Day,1,Late delivery
24314,30174,Same Day,0,Shipping on time
24315,22710,Same Day,0,Shipping on time
24316,50415,Same Day,1,Late delivery
24317,25542,Same Day,1,Late delivery
24318,74390,Same Day,1,Late delivery
24319,45765,Same Day,0,Shipping on time
24320,23956,Same Day,1,Late delivery
24321,27059,Same Day,1,Late delivery
24322,50245,Same Day,0,Shipping on time
24323,22773,Same Day,0,Shipping on time
24324,24862,Same Day,1,Late delivery
24325,26484,Same Day,1,Late delivery
24326,26026,Same Day,1,Late delivery
24327,29291,Same Day,1,Late delivery
24328,43762,Same Day,1,Late delivery
24329,24186,Same Day,0,Shipping on time
24330,25575,Same Day,0,Shipping on time
24331,28370,Same Day,0,Shipping on time
24332,29191,Same Day,0,Shipping on time
24333,45703,Same Day,0,Shipping on time
24334,26808,Same Day,0,Shipping on time
24335,31164,Same Day,1,Late delivery
24336,48994,Same Day,0,Shipping on time
24337,27267,Same Day,0,Shipping on time
24338,73905,Same Day,1,Late delivery
24339,25716,Same Day,0,Shipping on time
24340,73743,Same Day,0,Shipping on time
24341,50333,Same Day,1,Late delivery
24342,49355,Same Day,0,Shipping on time
24343,21745,Same Day,0,Shipping on time
24344,77092,Same Day,0,Shipping on time
24345,43994,Same Day,0,Shipping on time
24346,22204,Same Day,0,Shipping on time
24347,24339,Same Day,0,Shipping on time
24348,24587,Same Day,1,Late delivery
24349,29331,Same Day,0,Shipping on time
24350,43778,Same Day,0,Shipping on time
24351,22726,Same Day,1,Late delivery
24352,50492,Same Day,0,Shipping on time
24353,71750,Same Day,0,Shipping on time
24354,71975,Same Day,1,Late delivery
24355,71772,Same Day,1,Late delivery
24356,26822,Same Day,1,Late delivery
24357,24332,Same Day,0,Shipping on time
24358,22421,Same Day,0,Shipping on time
24359,25428,Same Day,0,Shipping on time
24360,29652,Same Day,1,Late delivery
24361,22419,Same Day,0,Shipping on time
24362,21169,Same Day,0,Shipping on time
24363,45625,Same Day,0,Shipping on time
24364,28527,Same Day,0,Shipping on time
24365,73975,Same Day,1,Late delivery
24366,72561,Same Day,0,Shipping on time
24367,76793,Same Day,1,Late delivery
24368,76792,Same Day,1,Late delivery
24369,73577,Same Day,0,Shipping on time
24370,72736,Same Day,1,Late delivery
24371,72696,Same Day,0,Shipping on time
24372,72677,Same Day,1,Late delivery
24373,76457,Same Day,0,Shipping on time
24374,44035,Same Day,1,Late delivery
24375,47803,Same Day,1,Late delivery
24376,74890,Same Day,0,Shipping on time
24377,72391,Same Day,1,Late delivery
24378,20435,Same Day,0,Shipping on time
24379,74103,Same Day,1,Late delivery
24380,74121,Same Day,1,Late delivery
24381,24254,Same Day,0,Shipping on time
24382,21660,Same Day,0,Shipping on time
24383,51040,Same Day,0,Shipping on time
24384,72743,Same Day,1,Late delivery
24385,76414,Same Day,0,Shipping on time
24386,73500,Same Day,1,Late delivery
24387,37230,Same Day,0,Shipping on time
24388,35332,Same Day,1,Late delivery
24389,36481,Same Day,1,Late delivery
24390,40125,Same Day,1,Late delivery
24391,32116,Same Day,1,Late delivery
24392,41001,Same Day,1,Late delivery
24393,34698,Same Day,0,Shipping on time
24394,33009,Same Day,1,Late delivery
24395,31739,Same Day,0,Shipping on time
24396,40939,Same Day,1,Late delivery
24397,47360,Same Day,0,Shipping on time
24398,32551,Same Day,0,Shipping on time
24399,39251,Same Day,1,Late delivery
24400,35538,Same Day,1,Late delivery
24401,42754,Same Day,0,Shipping on time
24402,34146,Same Day,0,Shipping on time
24403,34144,Same Day,0,Shipping on time
24404,34287,Same Day,0,Shipping on time
24405,38013,Same Day,1,Late delivery
24406,33998,Same Day,0,Shipping on time
24407,34179,Same Day,1,Late delivery
24408,35536,Same Day,1,Late delivery
24409,41017,Same Day,1,Late delivery
24410,33028,Same Day,0,Shipping on time
24411,31940,Same Day,0,Shipping on time
24412,34180,Same Day,1,Late delivery
24413,40908,Same Day,0,Shipping on time
24414,34148,Same Day,0,Shipping on time
24415,34134,Same Day,0,Shipping on time
24416,37811,Same Day,1,Late delivery
24417,50893,Same Day,1,Late delivery
24418,39005,Same Day,0,Shipping on time
24419,36809,Same Day,0,Shipping on time
24420,38507,Same Day,0,Shipping on time
24421,46871,Same Day,0,Shipping on time
24422,31775,Same Day,1,Late delivery
24423,33027,Same Day,0,Shipping on time
24424,39966,Same Day,0,Shipping on time
24425,40727,Same Day,1,Late delivery
24426,33949,Same Day,1,Late delivery
24427,37790,Same Day,1,Late delivery
24428,32767,Same Day,0,Shipping on time
24429,39070,Same Day,0,Shipping on time
24430,35633,Same Day,0,Shipping on time
24431,38518,Same Day,0,Shipping on time
24432,36499,Same Day,1,Late delivery
24433,39052,Same Day,0,Shipping on time
24434,35923,Same Day,0,Shipping on time
24435,41230,Same Day,1,Late delivery
24436,33768,Same Day,1,Late delivery
24437,33923,Same Day,0,Shipping on time
24438,40169,Same Day,0,Shipping on time
24439,48243,Same Day,0,Shipping on time
